STATE_NAME,COUNTY_NAME,TOTAL_POPULATION,RUCC
Pennsylvania,Union,42568,6
South Dakota,Buffalo,1923,9
Rhode Island,Providence,658221,1
Tennessee,Franklin,43215,7
Tennessee,Hamilton,369135,2
South Dakota,Minnehaha,199685,2
Pennsylvania,Pike,59952,6
Pennsylvania,Lebanon,143493,3
Pennsylvania,Dauphin,287400,2
Pennsylvania,Berks,429342,2
South Dakota,Butte,10456,7
Pennsylvania,Northampton,313628,2
South Carolina,Allendale,7858,8
Pennsylvania,Columbia,64872,4
South Carolina,Hampton,18180,8
South Dakota,Moody,6315,8
South Carolina,Georgetown,63921,4
Tennessee,Carter,56134,3
Oregon,Wasco,26726,7
South Carolina,Orangeburg,82962,4
Pennsylvania,Indiana,82886,4
South Dakota,Tripp,5569,9
Tennessee,Clay,7555,8
Oregon,Washington,600811,1
Tennessee,Henderson,27953,6
Pennsylvania,Butler,194273,1
South Carolina,Bamberg,13189,9
Pennsylvania,Allegheny,1238090,1
Tennessee,Claiborne,32267,6
South Dakota,Ziebach,2380,9
Pennsylvania,Schuylkill,143264,4
Tennessee,Giles,30542,6
South Dakota,Lake,10851,6
Tennessee,Fayette,42832,1
South Carolina,Greenwood,69241,4
South Carolina,Union,27016,2
Tennessee,Dyer,36615,6
Tennessee,Decatur,11391,9
Pennsylvania,Luzerne,326053,2
South Carolina,Cherokee,56052,6
South Dakota,Edmunds,4033,9
South Carolina,Beaufort,191748,3
Pennsylvania,Montour,18087,6
South Dakota,Spink,6269,9
Pennsylvania,Lackawanna,215663,2
South Dakota,Lawrence,26165,6
Pennsylvania,Bucks,646098,1
Pennsylvania,Jefferson,44114,7
South Dakota,Brookings,34639,5
Tennessee,Campbell,39578,2
Pennsylvania,Wyoming,26034,2
Pennsylvania,Elk,30783,7
South Carolina,Jasper,30324,3
Tennessee,Henry,32239,7
Tennessee,Hawkins,57288,2
South Dakota,Potter,2475,9
South Dakota,Codington,28427,5
Pennsylvania,Westmoreland,353057,1
South Dakota,Lincoln,67870,2
Pennsylvania,Franklin,156289,3
Pennsylvania,Bedford,47461,8
South Dakota,Bon Homme,7014,9
Rhode Island,Newport,85264,1
South Dakota,McPherson,2420,9
Tennessee,DeKalb,20478,8
Pennsylvania,Clarion,37156,6
Tennessee,Carroll,28432,6
Pennsylvania,Philadelphia,1576251,1
Pennsylvania,Somerset,73627,6
South Dakota,Oglala Lakota,13586,9
South Dakota,Grant,7519,9
South Dakota,Hamlin,6255,9
Pennsylvania,Clinton,37465,6
Oregon,Sherman,1907,9
South Carolina,Lancaster,100336,1
Pennsylvania,Armstrong,65093,1
Pennsylvania,Beaver,166624,1
South Carolina,Abbeville,24299,6
South Dakota,Sully,1476,9
Rhode Island,Bristol,50818,1
South Carolina,Marlboro,26382,6
Oregon,Union,26212,7
South Dakota,Todd,9286,9
Pennsylvania,Washington,209470,1
Tennessee,Bradley,110162,3
South Dakota,Corson,3872,9
Tennessee,Hancock,6787,8
South Dakota,Hanson,3505,8
Tennessee,Houston,8317,8
South Carolina,Clarendon,31024,8
Pennsylvania,Adams,104127,3
Tennessee,Jackson,11750,8
Tennessee,Gibson,50541,3
Tennessee,Davidson,703953,1
Pennsylvania,Carbon,65412,2
South Dakota,Fall River,7202,9
Tennessee,Coffee,59032,4
Pennsylvania,Mercer,109972,4
Pennsylvania,Warren,38134,6
Pennsylvania,Bradford,59892,6
South Carolina,McCormick,9760,8
Tennessee,Grainger,23763,2
Tennessee,Hardin,26892,6
Pennsylvania,Snyder,39621,7
South Carolina,Lee,16280,8
Tennessee,Benton,15872,9
Tennessee,Blount,137605,2
Pennsylvania,Wayne,51431,6
Pennsylvania,Clearfield,80082,4
South Dakota,Haakon,1835,9
South Dakota,Kingsbury,5192,9
South Carolina,Colleton,38462,6
South Carolina,Saluda,18821,2
Pennsylvania,Forest,7032,9
Oregon,Multnomah,803377,1
Pennsylvania,Cambria,132167,3
Pennsylvania,Perry,45986,2
South Dakota,Lyman,3764,9
Pennsylvania,McKean,39941,7
South Dakota,Pennington,111806,3
Oregon,Tillamook,27748,7
South Carolina,Calhoun,14165,2
Tennessee,Cocke,36418,6
Tennessee,Bedford,51119,4
South Dakota,Jerauld,1636,9
South Dakota,Deuel,4272,9
Pennsylvania,Sullivan,5868,8
Pennsylvania,Fulton,14523,8
South Carolina,Dorchester,163327,2
South Dakota,Bennett,3406,9
South Carolina,Fairfield,20690,2
South Dakota,Davison,19878,7
South Dakota,Clark,3855,9
Texas,Nolan,14597,6
Texas,Dimmit,8473,7
Texas,Lynn,5688,2
Texas,Denton,941647,1
Texas,Navarro,53591,4
Texas,Hamilton,8229,8
Texas,Angelina,86506,5
Texas,Comal,174986,1
Tennessee,Van Buren,6324,9
Texas,Real,2826,9
Texas,Houston,22241,7
Texas,Austin,30380,1
Tennessee,Roane,53992,2
Texas,Concho,3341,8
Texas,Milam,25106,6
Texas,La Salle,6670,8
Tennessee,Robertson,74098,1
Texas,Duval,9756,9
Tennessee,McMinn,54059,4
Texas,Lamar,50098,5
Texas,Motley,1067,8
Texas,Morris,12030,8
Tennessee,Madison,98775,3
Tennessee,Johnson,18170,8
Texas,Hall,2845,9
Texas,Montague,20409,6
Texas,Midland,167969,3
Texas,Briscoe,1403,8
Texas,Calhoun,19727,6
Texas,Coryell,84232,2
Texas,Burnet,50954,6
Texas,Galveston,355062,1
Texas,Hood,64222,4
Texas,Jim Wells,38847,6
Texas,Presidio,6140,9
Tennessee,Rutherford,352182,1
Tennessee,Unicoi,17698,3
Texas,King,258,9
Texas,Brooks,6994,9
Tennessee,Montgomery,227900,2
Tennessee,Perry,8472,9
Texas,Medina,51981,1
Texas,Brown,38192,5
Tennessee,Marshall,34984,6
Texas,Garza,5863,2
Tennessee,Sumner,200557,1
Texas,Cooke,42244,6
Texas,Loving,57,9
Texas,Fannin,36569,6
Tennessee,Stewart,13855,2
Texas,Jones,19873,3
Texas,Menard,1982,9
Texas,Camp,12616,8
Texas,Kaufman,157768,1
Texas,Hansford,5159,9
Texas,Atascosa,49939,1
Texas,Maverick,58056,3
Tennessee,Overton,22839,9
Texas,Eastland,17864,8
Texas,Mills,4480,9
Tennessee,Morgan,21254,2
Tennessee,Sevier,99517,4
Texas,El Paso,867947,2
Texas,McLennan,263115,2
Texas,Floyd,5350,8
Tennessee,Macon,25699,1
Texas,Montgomery,648886,1
Texas,Moore,21118,7
Texas,Martin,5211,3
Texas,Baylor,3477,9
Texas,Polk,51899,6
Texas,Culberson,2193,9
Texas,Rains,12509,8
Texas,Johnson,187280,1
Texas,Bandera,21565,1
Texas,Aransas,24510,2
Tennessee,Putnam,81188,4
Texas,Hays,255397,1
Texas,Guadalupe,177036,1
Texas,Kendall,46788,1
Texas,Lamb,12898,6
Texas,Collin,1109462,1
Texas,Kenedy,340,9
Texas,Fayette,24687,6
Tennessee,Moore,6644,9
Texas,Llano,21978,7
Texas,Cottle,1381,9
Texas,Matagorda,36344,6
Texas,Chambers,48865,1
Texas,Randall,143854,2
Texas,Bowie,92581,3
Texas,Grayson,139336,3
Texas,Cherokee,51097,6
Texas,Kimble,4365,9
Texas,Mitchell,9070,7
Texas,Foard,1080,9
Texas,Collingsworth,2615,9
Texas,Nacogdoches,64668,5
Tennessee,Smith,20172,1
Texas,Lee,17706,8
Texas,Red River,11555,8
Texas,Oldham,1717,2
Texas,Archer,8681,3
Texas,Cass,28560,6
Texas,Callahan,14115,3
Texas,Karnes,14754,8
Tennessee,Lawrence,44828,6
Tennessee,Sullivan,159265,2
Texas,Jackson,15121,6
Texas,Blanco,11886,8
Tennessee,Knox,486677,2
Texas,Jeff Davis,1949,9
Texas,Cochran,2516,2
Texas,Jasper,32975,6
Tennessee,Tipton,61004,1
Texas,Jack,8712,8
Texas,Kleberg,30635,4
Tennessee,Polk,17776,3
Tennessee,Meigs,13049,8
Texas,Gonzales,19641,6
Texas,Gray,21030,6
Tennessee,Scott,21917,8
Texas,Dallas,2586050,1
Texas,Armstrong,1839,2
Texas,Ochiltree,9782,7
Texas,Kinney,3130,9
Texas,Frio,18436,6
Texas,Parmer,9813,9
Texas,Madison,13718,8
Tennessee,Washington,134236,3
Texas,Freestone,19774,9
Tennessee,McNairy,25860,8
Texas,Mason,3943,9
Tennessee,Sequatchie,16396,2
Texas,Falls,17313,2
Texas,Bexar,2028236,1
Texas,Burleson,18051,2
Texas,Orange,84742,2
Texas,Dallam,7172,7
Texas,Borden,617,9
Texas,Brazoria,379689,1
Texas,Delta,5392,8
Texas,Dawson,12413,6
Texas,Reagan,3253,8
Texas,Childress,6736,9
Texas,Harrison,69150,2
Texas,Crane,4680,8
Texas,DeWitt,19918,6
Texas,Crosby,5106,2
Texas,Harris,4728030,1
Texas,Newton,12241,8
Texas,Brazos,237032,2
Texas,Lipscomb,2931,9
Texas,Haskell,5411,8
Texas,Brewster,9450,7
Tennessee,Wilson,151917,1
Tennessee,Pickett,5079,9
Tennessee,Wayne,16409,8
Tennessee,Rhea,33136,6
Texas,Hutchinson,20495,6
Texas,Clay,10263,3
Texas,Lubbock,314451,2
Texas,Howard,34128,4
Tennessee,Lincoln,35433,6
Texas,Anderson,58402,7
Tennessee,Obion,30466,7
Texas,Coke,3321,8
Tennessee,Maury,104760,1
Texas,Grimes,30287,6
Texas,Bell,379617,2
Texas,Fort Bend,858527,1
Texas,Limestone,22119,6
Texas,Hudspeth,3287,2
Texas,Hemphill,3271,9
Texas,McMullen,608,8
Texas,Cameron,423029,2
Texas,Gregg,124201,2
Tennessee,Weakley,33036,6
Texas,Leon,15959,8
Texas,Donley,3268,8
Texas,Liberty,97621,1
Tennessee,Monroe,46698,6
Texas,Parker,156764,1
Texas,Gaines,21895,6
Texas,Castro,7374,9
Texas,Hartley,5397,9
Tennessee,Trousdale,12035,1
Texas,Panola,22675,6
Texas,Dickens,1740,8
Texas,Hale,32220,4
Tennessee,Lauderdale,25108,6
Texas,Glasscock,1149,8
Texas,Jefferson,253704,2
Texas,Henderson,83667,4
Tennessee,Williamson,255735,1
Texas,Knox,3351,9
Texas,Comanche,13775,9
Texas,Andrews,18440,6
Texas,Edwards,1438,9
Texas,Irion,1552,3
Texas,Hill,36471,6
Texas,Lavaca,20544,8
Tennessee,Shelby,924454,1
Texas,McCulloch,7533,9
Texas,Lampasas,22252,2
Texas,Palo Pinto,28686,6
Texas,Ellis,202678,1
Tennessee,Marion,28877,2
Tennessee,Lewis,12857,8
Texas,Carson,5746,2
Texas,Gillespie,27297,7
Texas,Coleman,7735,8
Tennessee,Lake,7128,9
Texas,Hopkins,37211,6
Texas,Caldwell,46791,1
Texas,Live Oak,11377,8
Texas,Colorado,20630,8
Texas,Bee,30924,6
Texas,Marion,9645,8
Tennessee,White,27650,7
Tennessee,Loudon,56690,2
Texas,Hardeman,3552,9
Texas,Bosque,18503,2
Texas,Ector,161091,3
Texas,Fisher,3706,8
Texas,Nueces,353079,2
Texas,Hidalgo,880356,2
Texas,Erath,43378,5
Texas,Crockett,3068,8
Texas,Franklin,10464,9
Texas,Bailey,6835,6
Tennessee,Union,20040,2
Texas,Bastrop,102058,1
Texas,Kerr,53161,4
Texas,Kent,749,9
Texas,Hardin,56973,2
Tennessee,Warren,41523,6
Texas,Pecos,15118,7
Texas,Hunt,103394,1
Texas,Potter,116547,2
Texas,Jim Hogg,4801,8
Texas,Hockley,21363,2
Illinois,Vermilion,73095,4
Georgia,Worth,20554,3
Illinois,Cook,5173146,1
Illinois,LaSalle,108965,4
Indiana,Porter,174243,1
Indiana,Morgan,72206,1
Illinois,Kankakee,106601,3
Idaho,Adams,4625,9
Indiana,Noble,47227,6
Idaho,Payette,26350,6
Idaho,Clearwater,8895,8
Illinois,Johnson,13463,8
Idaho,Fremont,13592,8
Illinois,Effingham,34430,7
Illinois,Pulaski,5065,8
Idaho,Owyhee,12336,2
Indiana,Gibson,32924,6
Illinois,Warren,16531,6
Indiana,Howard,83687,3
Illinois,Franklin,37442,7
Illinois,Grundy,52989,1
Idaho,Canyon,243115,2
Indiana,Crawford,10514,8
Illinois,Perry,20985,7
Indiana,Delaware,111871,3
Illinois,Edwards,6075,9
Hawaii,Honolulu,1000890,1
Indiana,Marshall,46121,6
Idaho,Lincoln,5282,8
Illinois,Douglas,19722,8
Georgia,Wilkinson,8831,8
Illinois,Lake,711239,1
Indiana,Fulton,20386,7
Illinois,Fulton,33197,6
Indiana,Ripley,29081,6
Indiana,Miami,36081,6
Indiana,Hendricks,179355,1
Hawaii,Kalawao,82,3
Indiana,Grant,66263,4
Indiana,DeKalb,43333,4
Illinois,Marion,37390,7
Illinois,Will,697252,1
Indiana,Jasper,33091,1
Idaho,Bear Lake,6545,9
Idaho,Custer,4428,8
Idaho,Oneida,4611,8
Illinois,Lee,34049,6
Indiana,Harrison,39761,1
Idaho,Valley,12241,9
Illinois,Monroe,34932,1
Illinois,Logan,27992,6
Illinois,Kane,515588,1
Illinois,Jackson,52565,5
Illinois,White,13784,6
Illinois,Bureau,32883,7
Indiana,Clark,122738,1
Idaho,Benewah,9931,8
Indiana,Montgomery,38063,6
Indiana,Brown,15552,1
Indiana,Sullivan,20758,3
Illinois,Sangamon,194734,3
Indiana,Jennings,27409,6
Illinois,Cumberland,10345,9
Illinois,Woodford,38225,2
Idaho,Washington,10898,6
Illinois,Putnam,5566,8
Illinois,Macon,102432,3
Georgia,Webster,2367,8
Hawaii,Kauai,73454,5
Illinois,Stephenson,44021,4
Illinois,Peoria,179432,2
Illinois,Fayette,21384,6
Indiana,Kosciusko,80106,4
Indiana,Carroll,20444,3
Illinois,Madison,264490,1
Indiana,LaPorte,112390,3
Illinois,Greene,11843,8
Illinois,Coles,46765,5
Illinois,Clinton,36793,1
Illinois,Piatt,16753,3
Illinois,Alexander,5030,3
Indiana,Decatur,26320,6
Indiana,Scott,24355,6
Illinois,Henry,48907,2
Indiana,Fayette,23360,6
Illinois,Scott,4836,9
Indiana,Dearborn,50816,1
Illinois,Carroll,15698,9
Hawaii,Maui,164221,3
Indiana,Jefferson,33141,6
Illinois,Clark,15300,8
Illinois,Knox,49268,4
Idaho,Bingham,48876,6
Idaho,Camas,1139,9
Illinois,Whiteside,55305,4
Indiana,Hancock,81789,1
Indiana,Orange,19830,8
Illinois,McLean,170889,3
Georgia,Wilcox,8739,9
Indiana,Clinton,33065,6
Georgia,Washington,19785,7
Illinois,Christian,33662,6
Illinois,McHenry,311122,1
Illinois,Washington,13655,8
Illinois,Wayne,15963,9
Illinois,Marshall,11663,2
Indiana,Allen,388608,2
Idaho,Idaho,17040,8
Illinois,Clay,13143,9
Idaho,Teton,12267,9
Illinois,De Witt,15341,6
Illinois,Williamson,66879,5
Illinois,Henderson,6312,9
Georgia,Whitfield,102848,3
Indiana,Floyd,80454,1
Indiana,Steuben,34632,7
Illinois,Moultrie,14510,8
Indiana,Henry,48935,6
Indiana,Bartholomew,82475,3
Illinois,Macoupin,44406,1
Georgia,Wheeler,7471,9
Illinois,Hancock,17400,9
Indiana,Starke,23372,8
Indiana,Switzerland,9790,8
Illinois,Crawford,18659,6
Illinois,Rock Island,142909,2
Indiana,Jay,20248,6
Indiana,Tippecanoe,187076,3
Indiana,Elkhart,206921,3
Illinois,Massac,13960,3
Georgia,Warren,5240,8
Indiana,Adams,35961,6
Indiana,Madison,130782,1
Indiana,Greene,30786,6
Idaho,Minidoka,21955,7
Illinois,Saline,23320,7
Indiana,Clay,26410,3
Idaho,Gooding,15772,8
Idaho,Twin Falls,92243,3
Indiana,Huntington,36717,6
Indiana,Knox,35956,7
Illinois,Richland,15796,7
Illinois,Adams,64954,5
Idaho,Jerome,24662,3
Illinois,McDonough,26828,7
Illinois,Hardin,3650,9
Illinois,Pike,14618,9
Idaho,Latah,40313,4
Idaho,Shoshone,13612,8
Indiana,Johnson,164298,1
Illinois,Mason,12881,8
Indiana,Dubois,43549,5
Idaho,Gem,19792,2
Indiana,Pulaski,12339,8
Illinois,Jasper,9193,9
Indiana,Newton,13808,1
Illinois,Boone,53159,2
Illinois,Hamilton,7911,9
Illinois,Pope,3779,8
Idaho,Jefferson,32202,3
Indiana,Rush,16672,6
Illinois,Tazewell,130413,2
Illinois,Jo Daviess,21939,8
Indiana,Shelby,45039,1
Idaho,Boise,8094,2
Idaho,Nez Perce,42454,3
Illinois,DuPage,924885,1
Indiana,Daviess,33397,7
Illinois,Ogle,51449,6
Illinois,St. Clair,254796,1
Idaho,Boundary,12561,9
Illinois,Ford,13511,3
Illinois,DeKalb,100414,1
Illinois,Cass,12773,6
Illinois,Brown,6421,9
Illinois,Edgar,16520,6
Illinois,Gallatin,4903,8
Illinois,Winnebago,283119,2
Idaho,Butte,2654,3
Idaho,Cassia,25164,6
Indiana,Jackson,46067,4
Idaho,Kootenai,179789,3
Illinois,Kendall,134867,1
Illinois,Bond,16596,1
Idaho,Madison,53881,4
Illinois,Iroquois,26827,8
Illinois,Wabash,11202,7
Illinois,Jersey,21333,1
Illinois,Randolph,30142,6
Idaho,Lewis,3715,8
Indiana,Tipton,15372,1
Idaho,Bonner,49491,6
Indiana,Spencer,19798,8
Indiana,LaGrange,40524,8
Idaho,Bannock,88263,3
Indiana,Lawrence,45070,6
Illinois,Menard,12164,3
Hawaii,Hawaii,202906,5
Illinois,Mercer,15582,2
Indiana,St. Joseph,272212,2
Georgia,White,28442,8
Indiana,Franklin,22842,1
Idaho,Clark,792,8
Idaho,Bonneville,127930,3
Idaho,Franklin,14666,3
Illinois,Lawrence,15152,9
Indiana,Posey,25116,2
Illinois,Morgan,32606,4
Indiana,Martin,9780,9
Illinois,Livingston,35664,6
Idaho,Elmore,28827,6
Indiana,Union,7047,8
Illinois,Montgomery,28084,6
Indiana,Parke,16407,8
Indiana,Benton,8714,3
Idaho,Lemhi,8162,9
Illinois,Champaign,205943,3
Indiana,Marion,971102,1
Illinois,Jefferson,36877,7
Indiana,Fountain,16427,8
Indiana,Boone,73052,1
Indiana,Putnam,36979,6
Indiana,Hamilton,356650,1
Indiana,Lake,498558,1
Indiana,Randolph,24387,6
Indiana,Monroe,139875,3
Illinois,Shelby,20789,8
Indiana,Blackford,12091,6
Iowa,Marshall,39853,4
Kansas,Rooks,4831,9
Iowa,Cherokee,11503,9
Kansas,Bourbon,14323,6
Indiana,Wells,28197,2
Kansas,Republic,4662,9
Kentucky,Boone,137412,1
Iowa,Adair,7541,8
Indiana,Vanderburgh,179987,2
Kansas,Greeley,1304,9
Kentucky,Ballard,7695,3
Kansas,Wyandotte,167046,1
Iowa,Mahaska,21984,7
Iowa,Monroe,7610,9
Iowa,Van Buren,7243,9
Iowa,Mitchell,10555,9
Kansas,Stafford,4034,9
Kansas,Edwards,2832,9
Kansas,Lane,1565,9
Kansas,Morton,2692,9
Kentucky,Christian,72357,2
Iowa,Chickasaw,11887,8
Iowa,Dickinson,17851,7
Kansas,Pottawatomie,25790,3
Iowa,Black Hawk,130368,3
Iowa,Butler,14332,8
Kansas,Wilson,8526,9
Iowa,Allamakee,13926,8
Kansas,Elk,2441,8
Iowa,Decatur,7659,9
Iowa,Union,12018,6
Kentucky,Bracken,8439,1
Kansas,Sherman,5895,9
Kansas,Clay,8077,8
Iowa,Dallas,103796,2
Kansas,Neosho,15784,7
Kansas,Woodson,3102,9
Iowa,O'Brien,14015,7
Kansas,Norton,5342,9
Iowa,Hardin,16708,6
Kansas,Hamilton,2484,9
Iowa,Humboldt,9634,7
Kansas,Wichita,2082,9
Iowa,Buena Vista,20771,7
Kansas,Brown,9455,8
Kentucky,Allen,20797,3
Iowa,Bremer,25081,3
Iowa,Clayton,16998,8
Kansas,Cherokee,19130,3
Kansas,Stevens,5293,9
Kansas,Comanche,1670,9
Indiana,Whitley,34430,2
Kentucky,Barren,44544,6
Kentucky,Bath,12778,8
Kansas,Wabaunsee,6966,3
Kentucky,Crittenden,8947,8
Kentucky,Carter,26412,2
Iowa,Webster,37147,5
Kentucky,Clark,36871,2
Kansas,Nemaha,10216,9
Iowa,Jackson,19368,6
Iowa,Harrison,14669,2
Iowa,Cass,13050,6
Kansas,Grant,7324,7
Kansas,Osage,15768,3
Kansas,Rice,9390,9
Kentucky,Boyd,47899,2
Iowa,Cerro Gordo,42706,5
Iowa,Scott,174170,2
Kansas,Osborne,3498,9
Kansas,Cloud,8928,7
Iowa,Boone,26723,3
Kansas,Sheridan,2478,9
Iowa,Wapello,35256,5
Kansas,Washington,5511,9
Iowa,Plymouth,25650,6
Kansas,Allen,12464,7
Kentucky,Clay,20206,9
Iowa,Louisa,10749,8
Kansas,Geary,35934,3
Iowa,Pocahontas,7074,9
Kansas,Phillips,4815,9
Kentucky,Anderson,24035,6
Kansas,Cowley,34496,4
Iowa,Shelby,11770,8
Kentucky,Bourbon,20229,2
Iowa,Crawford,16193,7
Kansas,Russell,6703,9
Kentucky,Cumberland,5879,9
Kentucky,Bullitt,82918,1
Iowa,Henry,20387,6
Iowa,Montgomery,10322,6
Kansas,Ness,2672,9
Iowa,Taylor,5868,9
Kansas,Barber,4110,9
Kansas,Lincoln,2903,9
Indiana,Warren,8475,3
Kansas,Finney,38107,5
Iowa,Davis,9138,9
Iowa,Kossuth,14529,7
Indiana,Vermillion,15341,3
Kansas,Mitchell,5748,9
Iowa,Poweshiek,18586,6
Kansas,Miami,34593,1
Iowa,Delaware,17510,8
Kansas,Marshall,9979,8
Kansas,Rawlins,2549,9
Iowa,Carroll,20692,7
Iowa,Audubon,5635,9
Kansas,Ford,34159,5
Kansas,Franklin,25986,6
Iowa,Clarke,9785,6
Iowa,Winneshiek,19892,7
Iowa,Howard,9478,8
Kentucky,Breckinridge,20651,8
Kansas,Pratt,9181,7
Kansas,Doniphan,7471,3
Kentucky,Carlisle,4791,3
Kansas,Thomas,7877,7
Iowa,Floyd,15413,7
Kansas,Dickinson,18459,6
Kansas,Wallace,1508,9
Iowa,Clay,16440,7
Kansas,Clark,1977,9
Iowa,Keokuk,9914,8
Iowa,Mills,14465,2
Kentucky,Butler,12294,3
Iowa,Winnebago,10656,9
Iowa,Lee,33215,7
Iowa,Lucas,8710,8
Iowa,Wright,12785,9
Iowa,Woodbury,105607,3
Kentucky,Clinton,9265,9
Iowa,Polk,496844,2
Kansas,Hodgeman,1710,9
Iowa,Warren,53402,2
Kansas,Anderson,7778,8
Iowa,Wayne,6508,9
Kentucky,Boyle,30747,7
Iowa,Lyon,12011,8
Kansas,Seward,21747,7
Iowa,Ida,6956,8
Kansas,Jefferson,18411,3
Kentucky,Daviess,103063,3
Iowa,Madison,16773,2
Iowa,Guthrie,10567,2
Iowa,Calhoun,9915,9
Iowa,Franklin,9952,9
Iowa,Cedar,18410,8
Kansas,McPherson,30146,7
Iowa,Pottawattamie,93304,2
Indiana,Washington,28102,1
Iowa,Hamilton,14887,6
Iowa,Buchanan,20657,6
Iowa,Ringgold,4639,9
Iowa,Appanoose,12257,7
Kansas,Graham,2400,9
Iowa,Jones,20805,2
Kansas,Crawford,39110,4
Kansas,Sedgwick,523828,2
Kansas,Logan,2722,9
Kansas,Johnson,613219,1
Kansas,Sumner,22385,2
Iowa,Muscatine,42688,4
Kansas,Gove,2755,9
Iowa,Fremont,6567,8
Kansas,Saline,53888,5
Iowa,Emmet,9321,7
Kansas,Barton,25216,7
Kansas,Scott,5131,9
Iowa,Benton,25691,2
Kentucky,Campbell,93050,1
Kansas,Douglas,119363,3
Iowa,Palo Alto,8906,9
Kansas,Jackson,13261,3
Iowa,Des Moines,38491,5
Kentucky,Calloway,37560,7
Kansas,Atchison,16239,6
Kansas,Gray,5644,9
Indiana,Wabash,30816,6
Iowa,Story,99472,3
Kansas,Ellsworth,6336,9
Kansas,Montgomery,31156,7
Kansas,Kearny,3891,9
Iowa,Grundy,12347,3
Kansas,Reno,61414,4
Iowa,Tama,16867,6
Iowa,Hancock,10663,9
Kansas,Chase,2598,8
Kansas,Marion,11712,8
Kansas,Kiowa,2392,9
Kansas,Rush,2953,9
Iowa,Clinton,46463,4
Kansas,Stanton,2044,9
Kansas,Riley,72208,3
Kentucky,Caldwell,12624,7
Kansas,Chautauqua,3395,9
Iowa,Adams,3641,9
Indiana,Warrick,64514,2
Iowa,Osceola,6159,9
Kansas,Ellis,28790,5
Iowa,Sac,9752,9
Indiana,Vigo,105994,3
Kentucky,Adair,18932,7
Kansas,Leavenworth,82184,1
Iowa,Monona,8574,8
Kansas,Shawnee,178264,3
Iowa,Sioux,35893,6
Iowa,Johnson,154748,3
Kansas,Trego,2793,9
Iowa,Greene,8717,8
Indiana,Wayne,66456,5
Kansas,Harper,5331,8
Iowa,Linn,228939,2
Kansas,Butler,67889,2
Kansas,Coffey,8338,8
Kansas,Greenwood,5939,8
Kentucky,Breathitt,13553,9
Kansas,Kingman,7392,8
Kansas,Cheyenne,2633,9
Iowa,Washington,22491,3
Kansas,Decatur,2751,9
Iowa,Dubuque,98718,3
Iowa,Jasper,37764,2
Kansas,Pawnee,6225,9
Kansas,Ottawa,5838,9
Kansas,Harvey,33817,2
Iowa,Fayette,19258,6
Kentucky,Carroll,10863,6
Kansas,Lyon,31998,4
Kentucky,Casey,15866,9
Kansas,Morris,5356,8
Kansas,Labette,19912,7
Louisiana,Ouachita,158768,3
Kentucky,Marion,19725,6
Michigan,Antrim,23813,8
Louisiana,Jackson,14876,6
Kentucky,Taylor,26235,7
Michigan,Genesee,404208,2
Kentucky,Henry,15657,1
Minnesota,Stearns,158947,3
Minnesota,Todd,25237,8
Mississippi,Tunica,9696,1
Maryland,Wicomico,103980,3
Kentucky,Kenton,169495,1
Louisiana,Jefferson,433688,1
Kentucky,Gallatin,8775,1
Maryland,Somerset,24584,3
Michigan,Charlevoix,26086,7
Michigan,Calhoun,133819,3
Kentucky,Graves,36615,6
Kentucky,Edmonson,12291,3
Louisiana,Union,21091,3
Michigan,Berrien,153101,3
Michigan,Baraga,8215,9
Kentucky,Rowan,24861,6
Louisiana,Calcasieu,205282,2
Kentucky,Shelby,48461,1
Massachusetts,Hampshire,161572,3
Louisiana,St. Bernard,44258,1
Maine,Kennebec,124486,4
Maryland,Caroline,33386,6
Michigan,Houghton,37313,5
Kentucky,Knott,14053,9
Louisiana,East Feliciana,19338,2
Kentucky,Logan,27771,6
Maryland,Kent,19270,6
Kentucky,Harlan,26164,7
Kentucky,Hickman,4424,8
Kentucky,Russell,18156,9
Kentucky,Simpson,19718,6
Kentucky,Green,11291,8
Louisiana,St. Charles,52282,1
Kentucky,Lewis,12987,8
Louisiana,Caddo,233092,2
Michigan,Clinton,79426,2
Massachusetts,Hampden,462718,2
Louisiana,Madison,9799,6
Kentucky,Leslie,10278,9
Maryland,Carroll,173873,1
Michigan,Arenac,14975,8
Kentucky,Trimble,8530,8
Maryland,Dorchester,32489,6
Kentucky,Meade,30131,1
Louisiana,Vernon,48027,4
Kentucky,Montgomery,28219,6
Michigan,Allegan,120950,4
Kentucky,Henderson,44329,4
Michigan,Bay,102985,3
Kentucky,Hart,19460,8
Kentucky,Laurel,62561,5
Louisiana,Lincoln,48152,4
Massachusetts,Norfolk,724505,1
Kentucky,Grant,25244,1
Michigan,Branch,44985,6
Michigan,Alcona,10235,9
Kentucky,Ohio,23688,6
Michigan,Gratiot,41544,6
Louisiana,Concordia,18376,6
Michigan,Huron,31252,9
Kentucky,Nelson,47098,1
Kentucky,Mercer,22850,6
Kentucky,Jackson,12984,9
Maine,Androscoggin,111034,3
Louisiana,Tangipahoa,135217,3
Minnesota,Rice,67262,4
Maryland,Frederick,279835,1
Michigan,Hillsdale,45546,6
Maryland,Talbot,37626,6
Michigan,Chippewa,36816,7
Kentucky,Johnson,22556,7
Louisiana,Allen,22687,6
Maryland,Garrett,28702,8
Louisiana,Morehouse,25025,3
Kentucky,Menifee,6194,9
Kentucky,Harrison,18950,6
Massachusetts,Franklin,71015,4
